C3:C4:C1:C2
Material	Number of occurrences	C1:virus	C1:bacteria	C1:fungus	C1:plant	C1:animalia 	C1:insect	C1:fish	C1:arachnid	C2:molecular entity	C2:cellular part	C2:cell	C2:tissue	C2:organism	C2:organ	C3:biological	C3:device	C3:chemical	C3:data	C4:raw data	C4:processed data	C4:analysed data
cancer tissue from patient 214518 1	1														1	1						
cancer tissue from patient 205649 1	1														1	1						
cancer tissue from patient 222617 1	1														1	1						
gastric tumor tissue 2000088	1														1	1						
gastric tumor tissue 990020	1														1	1						
gastric tumor tissue 990005	1														1	1						
adjacent normal tissue from patient 203170 1	1														1	1						
adjacent normal tissue from patient 203170 2	1														1	1						
gastric tumor tissue 20020838	1														1	1						
adjacent normal tissue from patient 215167 1	1														1	1						
liver tissue of six healthy donors	1														1	1						
malt lymphoma llx1 t(11;18) negative tumor	1														1	1						
k562 cell line	1														1	1						
gastric tumor tissue 20020859	1														1	1						
gastric tumor tissue 2000763	1														1	1						
gastric tumor tissue 2000762	1														1	1						
adjacent normal tissue from patient 220699 1	1														1	1						
gastric tumor tissue 20020849	1														1	1						
brain hypothallamus	1														1	1						
gastric tumor tissue 2000778	1														1	1						
gastric tumor tissue 990060	1														1	1						
cancer tissue from patient 218589 1	1														1	1						
lung tissue from patient 2	1														1	1						
lung tissue from patient 1	1														1	1						
cancer tissue from patient 224257 1	1														1	1						
gastric tumor tissue 20020876	1														1	1						
gastric tumor tissue 2001123	1														1	1						
gastric tumor tissue 2001120	1														1	1						
malt lymphoma ll52 t(11;18) negative tumor	1														1	1						
cancer tissue from patient 210416 2	1														1	1						
adjacent normal tissue from patient 218589 1	1														1	1						
cancer tissue from patient 210416 1	1														1	1						
cancer tissue from patient 218172 1	1														1	1						
adjacent normal tissue from patient 206169 2	1														1	1						
adjacent normal tissue from patient 206169 1	1														1	1						
gastric tumor tissue 2000721	1														1	1						
cancer tissue from patient 220749 1	1														1	1						
mature cystic ovarian teratoma	1														1	1						
whole body except midgut	1														1	1						
normal squamous biopsy from eac patient	1														1	1						
pb	1														1	1						
lung tissue from normal person 207515 2	1														1	1						
lung tissue from normal person 207515 1	1														1	1						
cancer tissue from patient 210423 1	1														1	1						
cancer tissue from patient 210423 2	1														1	1						
gastric tumor tissue 2000038	1														1	1						
adjacent normal tissue from patient 214633 1	1														1	1						
cancer tissue from patient 219706 1	1														1	1						
adjacent normal tissue from patient 202684 2	1														1	1						
adjacent normal tissue from patient 202684 1	1														1	1						
adjacent normal tissue from patient 212437 1	1														1	1						
adjacent normal tissue from patient 203299 1	1														1	1						
nonswimming muscle	1														1	1						
cancer tissue from patient 223168 1	1														1	1						
adipose tissue from patient 2	1														1	1						
adipose tissue from patient 1	1														1	1						
cancer tissue from patient 220432 1	1														1	1						
cancer tissue from patient 203707 1	1														1	1						
cancer tissue from patient 203707 2	1														1	1						
clear cell renal cell carcinoma	1														1	1						
adjacent normal tissue from patient 215824 1	1														1	1						
cultured normal epidermal melanocyte (moderately pigmented)	1														1	1						
cancer tissue from patient 224435 1	1														1	1						
cancer tissue from patient 207460 1	1														1	1						
cancer tissue from patient 207460 2	1														1	1						
gastric tumor tissue 2000710	1														1	1						
porcine ileum	1														1	1						
classic lobular intraepithelial neoplasia (lin)	1														1	1						
adjacent normal tissue from patient 215828 1	1														1	1						
adjacent normal tissue from patient 211961 1	1														1	1						
swimming muscle	1														1	1						
rna extracted from small berries and bunch stems	1														1	1						
gastric tumor tissue 980324	1														1	1						
adjacent normal tissue from patient 214295 1	1														1	1						
"right front mammary gland, lobuloalveolar region"	1														1	1						
adjacent normal tissue from patient 223936 1	1														1	1						
pleural fluid	1														1	1						
adjacent normal tissue from patient 218502 1	1														1	1						
adjacent normal tissue from patient 214131 1	1														1	1						
cancer tissue from patient 203170 1	1														1	1						
adjacent normal tissue from patient 204435 2	1														1	1						
cancer tissue from patient 203170 2	1														1	1						
adjacent normal tissue from patient 204435 1	1														1	1						
cancer tissue from patient 205876 1	1														1	1						
cancer tissue from patient 205876 2	1														1	1						
adjacent normal tissue from patient 204950 2	1														1	1						
adjacent normal tissue from patient 204950 1	1														1	1						
adjacent normal tissue from patient 218585 1	1														1	1						
adjacent normal tissue from patient 203299 2	1														1	1						
cancer tissue from patient 202687 1	1														1	1						
cancer tissue from patient 202687 2	1														1	1						
pelvic lymph node metastasis	1														1	1						
cancer tissue from patient 212437 1	1														1	1						
adjacent normal tissue from patient 221087 1	1														1	1						
peritoneum metastasis	1														1	1						
gastric tumor tissue 20020448	1														1	1						
gastric tumor tissue 20020447	1														1	1						
cancer tissue from patient 214519 1	1														1	1						
gastric tumor tissue 990515	1														1	1						
cancer tissue from patient 223430 1	1														1	1						
gastric tumor tissue 9874831	1														1	1						
cancer tissue from patient 204703 1	1														1	1						
cancer tissue from patient 204703 2	1														1	1						
cancer tissue from patient 224429 1	1														1	1						
gastric tumor tissue 20020457	1														1	1						
cancer tissue from patient 224157 1	1														1	1						
female body	1														1	1						
total bone marrow	1														1	1						
brain hippocampus	1														1	1						
cancer tissue from patient 207680 2	1														1	1						
cancer tissue from patient 207680 1	1														1	1						
cancer tissue from patient 200771 2	1														1	1						
cancer tissue from patient 200771 1	1														1	1						
gastric tumor tissue 2000433	1														1	1						
adjacent normal tissue from patient 207370 1	1														1	1						
adjacent normal tissue from patient 207370 2	1														1	1						
